round,send_time,recv_time,rtt,status
1,1773953308.520445,,,missed
1,1773953308.520445,1773953313.6102228,5.089777708053589,late
2,1773953316.5394747,,,missed
2,1773953316.5394747,1773953321.5779066,5.038431882858276,late
3,1773953324.5680187,,,missed
3,1773953324.5680187,1773953329.659977,5.091958284378052,late
4,1773953332.5961673,,,missed
4,1773953332.5961673,1773953337.693485,5.097317695617676,late
5,1773953340.621432,,,missed
5,1773953340.621432,1773953345.7019782,5.080546140670776,late
